Site,LICOR_number,Patch,CO2_Flux,CO2_Flux_cell,CO2_Flux_chl.a,Temp_aq,Light,Volume,Cell_count,Chl.a,CO2_sample,CO2_reference,H2O_sample,H2O_reference,CO2_a,H2O_a,Flow,Light,CO2_match_time,H2O_match_time
Black_Peak,LI_17,Patch_3,0.000471579,4.79064E-11,0.000601695,3.78891,1200.04,15,"656,250",0.05225,420.063,421.459,7.28137,6.7685,420.691,7.29597,399.988,1200.04,3.2,3.2
Black_Peak,LI_17,Patch_3,0.000490243,4.98025E-11,0.00062551,3.80084,899.67,15,"656,250",0.05225,420.081,421.523,7.26651,6.75533,420.709,7.28123,399.973,899.67,7.2,7.2
Black_Peak,LI_17,Patch_3,0.000482449,4.90106E-11,0.000615564,3.73956,600.027,15,"656,250",0.05225,419.971,421.384,7.25103,6.76175,420.599,7.26587,400.035,600.027,11.3,11.3
Black_Peak,LI_17,Patch_3,0.000259493,2.63612E-11,0.000331092,3.73318,299.976,15,"656,250",0.05225,420.119,420.961,7.25505,6.79083,420.732,7.26786,401.974,299.976,0.1,0.1
Black_Peak,LI_17,Patch_3,9.14277E-05,9.28789E-12,0.000116654,3.74693,99.9898,15,"656,250",0.05225,420.03,420.461,7.23946,6.76105,420.643,7.25238,399.967,99.9898,4.1,4.1
Black_Peak,LI_17,Patch_3,-0.000216625,-2.20063E-11,-0.000276395,3.81764,0.0500071,15,"656,250",0.05225,420.1,419.758,7.23704,6.76591,420.713,7.24999,400.146,0.0500071,8.1,8.1
Black_Peak,LI_18,Patch_4,0.00044404,5.3099E-11,0.001433544,3.99312,2999.42,15,"557,500",0.02065,419.981,421.348,7.36749,6.761,421.097,7.37729,399.894,2999.42,11.4,24.6
Black_Peak,LI_18,Patch_4,0.000213575,2.55397E-11,0.000689509,3.9071,2500.22,15,"557,500",0.02065,420.163,420.94,7.35386,6.7801,420.821,7.35938,399.848,2500.22,0.6,0.6
Black_Peak,LI_18,Patch_4,0.000319377,3.81915E-11,0.001031079,3.84495,2000.54,15,"557,500",0.02065,419.997,421.036,7.31353,6.74557,420.655,7.31936,399.87,2000.54,4.6,4.6
Black_Peak,LI_18,Patch_4,0.000281948,3.37157E-11,0.000910243,3.81281,1499.66,15,"557,500",0.02065,420.043,420.978,7.29865,6.75458,420.701,7.30459,400.047,1499.66,8.6,8.7
Black_Peak,LI_18,Patch_4,0.000303632,3.63088E-11,0.00098025,3.85525,1200.14,15,"557,500",0.02065,420.017,420.989,7.28364,6.78021,420.676,7.2897,400.043,1200.14,12.6,12.7
Black_Peak,LI_18,Patch_4,0.000273811,3.27427E-11,0.000883975,3.91439,900.008,15,"557,500",0.02065,420.048,420.939,7.23389,6.7454,420.68,7.2413,400.124,900.008,1.4,1.4
Black_Peak,LI_18,Patch_4,0.000291945,3.49112E-11,0.000942517,3.89971,599.876,15,"557,500",0.02065,419.95,420.872,7.2224,6.76782,420.581,7.2299,400.083,599.876,5.4,5.4
Black_Peak,LI_18,Patch_4,0.000237307,2.83775E-11,0.000766125,3.91675,299.949,15,"557,500",0.02065,420.022,420.808,7.21462,6.75923,420.654,7.22217,399.954,299.949,9.4,9.4
Black_Peak,LI_18,Patch_4,7.42638E-05,8.88057E-12,0.000239754,3.85567,99.9037,15,"557,500",0.02065,419.961,420.332,7.22716,6.78889,420.593,7.23461,400.12,99.9037,13.5,13.4
Black_Peak,LI_18,Patch_4,-2.68754E-05,-3.2138E-12,-8.67648E-05,3.82373,0.0500071,15,"557,500",0.02065,419.9,420.017,7.21799,6.78251,420.531,7.22496,400.006,0.0500071,2.3,2.2
Black_Peak,LI_19,Patch_5,0.000448564,8.08223E-11,0.001288976,3.90282,2999.79,15,"370,000",0.0232,420.055,421.4,7.29979,6.77124,420.663,7.30471,400.022,2999.79,4.8,14.7
Black_Peak,LI_19,Patch_5,0.000418947,7.5486E-11,0.001203871,3.88676,2500.18,15,"370,000",0.0232,419.912,421.181,7.27291,6.7489,420.52,7.27803,400.007,2500.18,8.9,18.7
Black_Peak,LI_19,Patch_5,0.00039939,7.19622E-11,0.001147674,3.89426,2000.15,15,"370,000",0.0232,420.031,421.245,7.26174,6.75224,420.639,7.26695,400.019,2000.15,12.9,22.7
Black_Peak,LI_19,Patch_5,0.000412703,7.43609E-11,0.001185928,3.88826,1499.96,15,"370,000",0.0232,419.993,421.235,7.25478,6.7586,420.544,7.2621,399.873,1499.96,1.6,1.6
Black_Peak,LI_19,Patch_5,0.000409534,7.37899E-11,0.001176821,3.88129,1200.06,15,"370,000",0.0232,420.043,421.269,7.26336,6.78545,420.594,7.27062,400.018,1200.06,5.6,5.6
Black_Peak,LI_19,Patch_5,0.000455871,8.21389E-11,0.001309974,3.88679,900.401,15,"370,000",0.0232,419.98,421.322,7.24521,6.76722,420.531,7.2526,399.961,900.401,9.7,9.7
Black_Peak,LI_19,Patch_5,0.000397871,7.16884E-11,0.001143306,3.8892,599.816,15,"370,000",0.0232,419.929,421.13,7.24089,6.7537,420.48,7.24831,399.901,599.816,13.7,13.7
Black_Peak,LI_19,Patch_5,0.000264817,4.77148E-11,0.000760968,3.84207,300.037,15,"370,000",0.0232,419.941,420.806,7.2392,6.75934,420.509,7.2471,400.015,300.037,2.4,2.4
Black_Peak,LI_19,Patch_5,5.45066E-05,9.82102E-12,0.000156628,3.86561,99.8767,15,"370,000",0.0232,419.965,420.297,7.25191,6.78922,420.533,7.25971,399.999,99.8767,6.4,6.4
Black_Peak,LI_19,Patch_5,-0.000124553,-2.24419E-11,-0.00035791,3.95289,0.0500071,15,"370,000",0.0232,420.039,419.924,7.23383,6.76957,420.608,7.24177,399.94,0.0500071,10.5,10.5
Black_Peak,LI_20,Patch_6,0.000544444,5.53086E-11,0.001428988,4.0576,3000.46,15,"656,250",0.0254,419.984,421.56,7.35603,6.84794,420.787,7.36159,400.024,3000.46,11.8,22.3
Black_Peak,LI_20,Patch_6,0.000441972,4.48987E-11,0.00116003,3.99371,2499.96,15,"656,250",0.0254,420,421.337,7.35314,6.80609,420.397,7.35969,399.78,2499.96,0.6,0.8
Black_Peak,LI_20,Patch_6,0.000562358,5.71284E-11,0.001476005,3.93132,2000.13,15,"656,250",0.0254,419.93,421.572,7.35616,6.79794,420.327,7.36268,400.013,2000.13,4.6,4.8
Black_Peak,LI_20,Patch_6,0.000523151,5.31455E-11,0.001373101,3.85902,1499.96,15,"656,250",0.0254,420.021,421.568,7.33233,6.76718,420.418,7.33904,400.002,1499.96,8.7,8.8
Black_Peak,LI_20,Patch_6,0.000482212,4.89866E-11,0.001265648,3.80238,1199.99,15,"656,250",0.0254,420.049,421.492,7.31069,6.74905,420.447,7.31757,400.061,1199.99,12.7,12.8
Black_Peak,LI_20,Patch_6,0.000552925,5.61701E-11,0.001451246,3.77352,899.862,15,"656,250",0.0254,419.98,421.591,7.32004,6.78087,420.446,7.32711,399.833,899.862,1.4,1.4
Black_Peak,LI_20,Patch_6,0.000488642,4.96399E-11,0.001282526,3.84528,600.053,15,"656,250",0.0254,420.033,421.483,7.30882,6.76897,420.498,7.31598,400.01,600.053,5.4,5.4
Black_Peak,LI_20,Patch_6,0.000376652,3.82631E-11,0.000988589,3.85383,300.166,15,"656,250",0.0254,420.026,421.19,7.29372,6.76867,420.491,7.30099,399.909,300.166,9.4,9.4
Black_Peak,LI_20,Patch_6,0.0001194,1.21296E-11,0.000313387,4.04443,100.018,15,"656,250",0.0254,419.984,420.506,7.27117,6.74263,420.449,7.27861,400.141,100.018,13.4,13.4
Black_Peak,LI_20,Patch_6,-0.000139951,-1.42172E-11,-0.000367326,4.01678,0.0500071,15,"656,250",0.0254,419.971,419.839,7.26205,6.7468,420.35,7.27198,399.891,0.0500071,2.1,2.1
Bagley_Lake,LI_6,Patch_1,0.00087848,4.03899E-10,0.001174832,4.04763,3000.03,15,"145,000",0.04985,417.582,419.969,7.2512,6.79816,418.818,7.27118,399.957,3000.03,7.2,7.5
Bagley_Lake,LI_6,Patch_1,0.000877679,4.0353E-10,0.00117376,4.05136,2000.06,15,"145,000",0.04985,417.548,419.932,7.25334,6.80241,418.784,7.2733,399.974,2000.06,8.3,8.5
Bagley_Lake,LI_6,Patch_1,0.00083286,3.82924E-10,0.001113821,4.07049,1500.06,15,"145,000",0.04985,417.715,419.987,7.25889,6.80878,418.952,7.27881,399.912,1500.06,9.3,9.5
Bagley_Lake,LI_6,Patch_1,0.000806574,3.70839E-10,0.001078668,4.08338,1200.18,15,"145,000",0.04985,417.774,419.978,7.27403,6.82692,419.01,7.29384,400.118,1200.18,10.3,10.5
Bagley_Lake,LI_6,Patch_1,0.000771286,3.54614E-10,0.001031475,4.09617,900.038,15,"145,000",0.04985,417.914,420.032,7.29151,6.84034,419.15,7.31119,400.031,900.038,11.3,11.5
Bagley_Lake,LI_6,Patch_1,0.000669529,3.07829E-10,0.000895392,4.07432,599.814,15,"145,000",0.04985,418.112,419.977,7.3124,6.85767,419.349,7.33193,400.084,599.814,12.3,12.5
Bagley_Lake,LI_6,Patch_1,0.000469605,2.1591E-10,0.000628024,4.06317,300.086,15,"145,000",0.04985,418.605,419.978,7.30769,6.83526,419.843,7.32725,400.078,300.086,13.3,13.6
Bagley_Lake,LI_6,Patch_1,0.000280887,1.29143E-10,0.000375643,4.02828,150.095,15,"145,000",0.04985,419.153,420.055,7.31445,6.84106,420.392,7.33397,400.058,150.095,14.3,14.6
Bagley_Lake,LI_6,Patch_1,-7.83565E-05,-3.6026E-11,-0.00010479,4.02937,49.9677,15,"145,000",0.04985,420.054,420.059,7.32146,6.84624,421.12,7.3412,399.594,49.9677,0.4,0.7
Bagley_Lake,LI_6,Patch_1,-0.000209466,-9.63061E-11,-0.000280128,4.04627,0.0500071,15,"145,000",0.04985,420.25,419.927,7.32619,6.85242,421.317,7.3459,400.071,0.0500071,1.4,1.7
Bagley_Lake,LI_6,Patch_1,-0.000227551,-1.04621E-10,-0.000304314,4.05457,0.0500071,15,"145,000",0.04985,420.35,419.982,7.3291,6.85429,421.416,7.34879,399.871,0.0500071,1.8,2.1
Bagley_Lake,LI_7,Patch_2,0.000494937,1.9699E-10,0.001692094,4.21968,3000.14,15,"167,500",0.0195,418.565,419.995,7.2305,6.77363,419.539,7.24774,399.989,3000.14,1.2,1.3
Bagley_Lake,LI_7,Patch_2,0.000508858,2.0253E-10,0.001739684,4.24362,3000.06,15,"167,500",0.0195,418.492,419.958,7.24522,6.78603,419.466,7.26236,399.91,3000.06,5.2,5.3
Bagley_Lake,LI_7,Patch_2,0.000496367,1.97559E-10,0.001696982,4.23642,3000.78,15,"167,500",0.0195,418.581,420.016,7.25905,6.7985,419.555,7.27608,400.034,3000.78,9.2,9.3
Bagley_Lake,LI_7,Patch_2,0.000503513,2.00403E-10,0.001721412,4.2749,2000,15,"167,500",0.0195,418.557,420.012,7.26847,6.80159,419.531,7.28544,400.2,2000,13.3,13.3
Bagley_Lake,LI_7,Patch_2,0.000461894,1.83838E-10,0.001579123,4.21573,1500.11,15,"167,500",0.0195,418.695,420.045,7.26429,6.80146,419.601,7.27957,399.978,1500.11,2,1.9
Bagley_Lake,LI_7,Patch_2,0.000451206,1.79584E-10,0.001542583,4.21362,1200.01,15,"167,500",0.0195,418.723,420.041,7.25236,6.80197,419.629,7.26773,399.993,1200.01,6,5.9
Bagley_Lake,LI_7,Patch_2,0.000408361,1.62532E-10,0.001396105,4.21202,900.045,15,"167,500",0.0195,418.817,420.028,7.25465,6.80448,419.723,7.27,399.929,900.045,10.1,9.9
Bagley_Lake,LI_7,Patch_2,0.00036197,1.44068E-10,0.001237503,4.18234,599.911,15,"167,500",0.0195,418.897,419.986,7.22901,6.79251,419.803,7.24455,400.046,599.911,14.1,14
Bagley_Lake,LI_7,Patch_2,0.000244115,9.71603E-11,0.000834582,4.22177,300.149,15,"167,500",0.0195,419.188,419.979,7.21977,6.79197,420.12,7.23552,399.948,300.149,2.9,2.8
Bagley_Lake,LI_7,Patch_2,0.000159268,6.33903E-11,0.000544507,4.24454,149.953,15,"167,500",0.0195,419.399,419.974,7.20219,6.78349,420.331,7.21806,400.047,149.953,6.9,6.8
Bagley_Lake,LI_7,Patch_2,3.96245E-05,1.57709E-11,0.000135468,4.23526,50.0042,15,"167,500",0.0195,419.755,420.028,7.19462,6.7833,420.687,7.21055,399.863,50.0042,10.9,10.9
Bagley_Lake,LI_7,Patch_2,-0.000130565,-5.19663E-11,-0.000446377,4.2248,0.0500071,15,"167,500",0.0195,420.083,419.931,7.19392,6.78169,421.015,7.20985,399.985,0.0500071,14.9,14.9
Bagley_Lake,LI_8,Patch_3,0.000424524,2.07718E-10,0.00092338,3.98067,2999.78,15,"136,250",0.03065,420.01,421.248,7.26504,6.84796,420.745,7.27771,399.913,2999.78,11.1,26.8
Bagley_Lake,LI_8,Patch_3,0.000453601,2.21945E-10,0.000986624,3.97646,2499.17,15,"136,250",0.03065,420.023,421.339,7.27071,6.84274,420.775,7.28154,399.674,2499.17,0.5,0.5
Bagley_Lake,LI_8,Patch_3,0.000520906,2.54877E-10,0.00113302,3.9256,2000.25,15,"136,250",0.03065,419.904,421.405,7.29083,6.82067,420.656,7.30151,400.042,2000.25,4.5,4.5
Bagley_Lake,LI_8,Patch_3,0.000448,2.19205E-10,0.000974443,3.91439,1499.96,15,"136,250",0.03065,420.012,421.326,7.28566,6.82726,420.764,7.29638,399.981,1499.96,8.6,8.6
Bagley_Lake,LI_8,Patch_3,0.000439685,2.15137E-10,0.000956358,3.89834,1200.08,15,"136,250",0.03065,420.017,421.319,7.30645,6.82751,420.768,7.31702,399.948,1200.08,12.6,12.6
Bagley_Lake,LI_8,Patch_3,0.000382805,1.87305E-10,0.000832637,3.84691,899.802,15,"136,250",0.03065,420.012,421.172,7.33104,6.8514,420.721,7.3398,399.981,899.802,1.4,1.3
Bagley_Lake,LI_8,Patch_3,0.000420131,2.05569E-10,0.000913825,3.77033,600.22,15,"136,250",0.03065,419.983,421.246,7.31374,6.8107,420.691,7.32262,400.058,600.22,5.4,5.3
Bagley_Lake,LI_8,Patch_3,0.000294984,1.44335E-10,0.000641619,3.74414,300.053,15,"136,250",0.03065,420.017,420.964,7.31705,6.82203,420.726,7.32591,399.951,300.053,9.4,9.4
Bagley_Lake,LI_8,Patch_3,5.8039E-05,2.83983E-11,0.00012624,3.83807,99.8671,15,"136,250",0.03065,420.012,420.365,7.34363,6.8523,420.721,7.35229,399.969,99.8671,13.4,13.4
Bagley_Lake,LI_8,Patch_3,-0.000113522,-5.55458E-11,-0.000246921,3.89165,0.0500071,15,"136,250",0.03065,420.013,419.936,7.32943,6.84073,420.749,7.33863,400.04,0.0500071,2.1,2.1
Bagley_Lake,LI_9,Patch_4,0.000581341,1.73211E-10,0.001315995,4.1401,2999.43,15,"223,750",0.02945,418.387,420.021,7.25887,6.83056,419.028,7.26503,399.962,2999.43,4.2,4.6
Bagley_Lake,LI_9,Patch_4,0.00053192,1.58487E-10,0.001204121,4.11377,2500.08,15,"223,750",0.02945,420.028,421.529,7.24495,6.83985,420.67,7.25121,400.059,2500.08,8.2,8.6
Bagley_Lake,LI_9,Patch_4,0.000540228,1.60962E-10,0.001222928,4.09897,1999.9,15,"223,750",0.02945,420.053,421.563,7.23048,6.85289,420.696,7.23684,400.099,1999.9,12.2,12.7
Bagley_Lake,LI_9,Patch_4,0.000549157,1.63622E-10,0.001243141,4.06845,1500.04,15,"223,750",0.02945,419.916,421.44,7.205,6.84845,420.559,7.21201,399.913,1500.04,0.9,0.9
Bagley_Lake,LI_9,Patch_4,0.000491484,1.46439E-10,0.001112585,4.09385,1199.74,15,"223,750",0.02945,419.982,421.363,7.17992,6.81961,420.625,7.18712,400.042,1199.74,4.9,5
Bagley_Lake,LI_9,Patch_4,0.000526776,1.56954E-10,0.001192475,4.09897,900.054,15,"223,750",0.02945,419.963,421.42,7.17252,6.84086,420.605,7.17977,400.07,900.054,9,9
Bagley_Lake,LI_9,Patch_4,0.000443675,1.32194E-10,0.001004358,4.03652,599.993,15,"223,750",0.02945,420.071,421.317,7.15655,6.83348,420.714,7.16392,399.956,599.993,13,13
Bagley_Lake,LI_9,Patch_4,0.000357035,1.06379E-10,0.000808229,4.01297,300.088,15,"223,750",0.02945,419.95,420.972,7.15747,6.85142,420.57,7.16393,400.018,300.088,1.6,1.7
Bagley_Lake,LI_9,Patch_4,8.58911E-05,2.55914E-11,0.000194434,4.02627,100.262,15,"223,750",0.02945,419.953,420.295,7.14359,6.84273,420.574,7.15014,399.97,100.262,5.6,5.7
Bagley_Lake,LI_9,Patch_4,-0.000133394,-3.97448E-11,-0.000301966,3.99155,0.0500071,15,"223,750",0.02945,420.019,419.811,7.13553,6.83918,420.639,7.14215,400.14,0.0500071,9.7,9.8
Bagley_Lake,LI_10,Patch_5,0.000745674,4.62433E-10,0.001769096,3.97159,3000.09,15,"107,500",0.0281,420.01,422.036,7.15137,6.76854,420.671,7.15679,400.029,3000.09,6.7,13.5
Bagley_Lake,LI_10,Patch_5,0.000692316,4.29343E-10,0.001642505,3.97448,2499.76,15,"107,500",0.0281,420.007,421.888,7.15778,6.8026,420.669,7.16315,400.01,2499.76,10.7,17.5
Bagley_Lake,LI_10,Patch_5,0.000716101,4.44094E-10,0.001698935,3.94397,2000.17,15,"107,500",0.0281,419.966,421.907,7.12383,6.76715,420.627,7.12944,400.027,2000.17,14.7,21.6
Bagley_Lake,LI_10,Patch_5,0.000729174,4.52201E-10,0.00172995,3.95624,1500.07,15,"107,500",0.0281,419.987,421.954,7.09467,6.75392,420.611,7.10057,400.015,1500.07,3.1,3.2
Bagley_Lake,LI_10,Patch_5,0.000665369,4.12632E-10,0.001578574,3.94637,1200.14,15,"107,500",0.0281,419.978,421.779,7.08868,6.76332,420.602,7.09462,400.01,1200.14,7.1,7.2
Bagley_Lake,LI_10,Patch_5,0.000663948,4.11751E-10,0.001575204,3.94766,899.919,15,"107,500",0.0281,419.911,421.698,7.10622,6.80555,420.535,7.11203,400.007,899.919,11.1,11.2
Bagley_Lake,LI_10,Patch_5,0.000525575,3.25938E-10,0.001246916,3.93164,599.872,15,"107,500",0.0281,419.954,421.389,7.09314,6.79284,420.615,7.09877,401.82,599.872,0.1,0.2
Bagley_Lake,LI_10,Patch_5,0.000454811,2.82053E-10,0.00107903,3.90205,299.966,15,"107,500",0.0281,419.985,421.254,7.08841,6.77587,420.645,7.09408,400.08,299.966,4.1,4.3
Bagley_Lake,LI_10,Patch_5,0.000162246,1.00618E-10,0.000384925,3.88702,99.9871,15,"107,500",0.0281,420.022,420.563,7.08815,6.76846,420.683,7.09382,399.852,99.9871,8.1,8.3
Bagley_Lake,LI_10,Patch_5,-9.29439E-05,-5.76396E-11,-0.000220507,3.91474,0.0500071,15,"107,500",0.0281,420.039,419.942,7.08326,6.76333,420.7,7.08897,400.031,0.0500071,10.2,10.3
Bagley_Lake,LI_11,Patch_6,0.00050248,2.85095E-10,0.001670756,3.74277,2999.61,15,"117,500",0.02005,419.989,421.427,7.17972,6.74978,420.557,7.18792,400.024,2999.61,5.1,4.8
Bagley_Lake,LI_11,Patch_6,0.000472119,2.67869E-10,0.001569806,3.75738,2499.76,15,"117,500",0.02005,420.013,421.364,7.18021,6.77693,420.581,7.18841,399.968,2499.76,9.2,8.8
Bagley_Lake,LI_11,Patch_6,0.000510026,2.89376E-10,0.001695847,4.06479,1999.74,15,"117,500",0.02005,419.91,421.353,7.15325,6.7571,420.478,7.16165,399.878,1999.74,13.2,12.8
Bagley_Lake,LI_11,Patch_6,0.000441212,2.50333E-10,0.00146704,3.6901,1499.96,15,"117,500",0.02005,420.079,421.338,7.15713,6.78774,420.638,7.16364,400.117,1499.96,1.9,1.9
Bagley_Lake,LI_11,Patch_6,0.000450805,2.55776E-10,0.001498936,3.64587,1199.94,15,"117,500",0.02005,419.974,421.255,7.11788,6.75393,420.533,7.12467,399.985,1199.94,5.9,5.9
Bagley_Lake,LI_11,Patch_6,0.000411525,2.3349E-10,0.001368331,3.85675,900.155,15,"117,500",0.02005,420.003,421.177,7.12033,6.77648,420.561,7.1271,400.104,900.155,9.9,10
Bagley_Lake,LI_11,Patch_6,0.000415527,2.3576E-10,0.001381636,3.7825,600.025,15,"117,500",0.02005,419.974,421.158,7.09228,6.74967,420.533,7.09925,399.897,600.025,13.9,14
Bagley_Lake,LI_11,Patch_6,0.000271953,1.54299E-10,0.000904248,3.75325,299.993,15,"117,500",0.02005,419.997,420.818,7.07701,6.74351,420.616,7.08432,399.97,299.993,2.6,2.7
Bagley_Lake,LI_11,Patch_6,0.000142645,8.09334E-11,0.000474298,3.74323,100.171,15,"117,500",0.02005,420.029,420.521,7.09708,6.77705,420.648,7.10426,399.995,100.171,6.7,6.7
Bagley_Lake,LI_11,Patch_6,-4.98179E-05,-2.82655E-11,-0.000165646,3.73032,0.0500071,15,"117,500",0.02005,419.947,419.955,7.07234,6.75889,420.566,7.07969,399.919,0.0500071,10,10
Ptarmigan_Ridge,LI_45,Patch_1,0.000238527,4.69427E-11,0.000222248,3.87347,2999.26,15,"338,750",0.07155,420.037,420.836,7.29365,6.81475,421.109,7.33097,399.968,2999.26,8.6,24
Ptarmigan_Ridge,LI_45,Patch_1,0.000251917,4.95778E-11,0.000234724,3.83855,2500.32,15,"338,750",0.07155,419.975,420.802,7.30594,6.83998,421.047,7.34317,399.952,2500.32,12.6,28.1
Ptarmigan_Ridge,LI_45,Patch_1,0.000228824,4.50331E-11,0.000213207,3.81966,1999.69,15,"338,750",0.07155,420.015,420.788,7.30985,6.83462,420.975,7.33871,400.094,1999.69,1.7,1.8
Ptarmigan_Ridge,LI_45,Patch_1,0.000236773,4.65974E-11,0.000220613,3.80959,1499.79,15,"338,750",0.07155,419.938,420.731,7.30848,6.83317,420.899,7.33735,400.002,1499.79,5.8,5.8
Ptarmigan_Ridge,LI_45,Patch_1,0.000225959,4.44692E-11,0.000210537,3.83018,1199.63,15,"338,750",0.07155,420.034,420.796,7.31544,6.84993,420.994,7.34425,399.907,1199.63,9.8,9.8
Ptarmigan_Ridge,LI_45,Patch_1,0.000275635,5.42455E-11,0.000256823,3.77932,900.058,15,"338,750",0.07155,419.934,420.828,7.2985,6.81383,420.894,7.32745,400.066,900.058,13.8,13.9
Ptarmigan_Ridge,LI_45,Patch_1,0.000284179,5.59271E-11,0.000264784,3.784,600.149,15,"338,750",0.07155,420,420.913,7.30157,6.82309,420.874,7.32943,399.937,600.149,2.3,2.5
